// ================================================
// Sigrdrifa - osu! Timing 数据
// 使用说明 (How to use):
//   1. 复制 [TimingPoints] 段（红线+绿线）替换 .osu 谱面中的对应段落；
//   2. [TimingPoints] 位于 [HitObjects] 之前；绿线为变速 SV（保持原速）。
// 以上 // 注释行为提示，替换进谱面文件时请勿复制。
// ================================================
[TimingPoints]
488,329.670329670330,4,1,0,72,1,0
488,-100.000000000000,4,1,0,72,0,0
229609,333.333333333333,4,1,0,72,1,0
229609,-99.009900990099,4,1,0,72,0,0
230276,337.078651685393,4,1,0,72,1,0
230276,-98.039215686275,4,1,0,72,0,0
230613,342.857142857143,4,1,0,72,1,0
230613,-96.153846153846,4,1,0,72,0,0
230955,357.142857142857,4,1,0,72,1,0
230955,-92.592592592593,4,1,0,72,0,0
231670,368.098159509202,4,1,0,72,1,0
231670,-89.285714285714,4,1,0,72,0,0
232038,375.000000000000,4,1,0,72,1,0
232038,-87.719298245614,4,1,0,72,0,0
232413,384.615384615385,4,1,0,72,1,0
232413,-85.470085470085,4,1,0,72,0,0
232797,392.156862745098,4,1,0,72,1,0
232797,-84.033613445378,4,1,0,72,0,0
233190,394.736842105263,4,1,0,72,1,0
233190,-83.333333333333,4,1,0,72,0,0
233584,410.958904109589,4,1,0,72,1,0
233584,-80.000000000000,4,1,0,72,0,0
233995,419.580419580420,4,1,0,72,1,0
233995,-78.740157480315,4,1,0,72,0,0
234415,422.535211267606,4,1,0,72,1,0
234415,-78.125000000000,4,1,0,72,0,0
234837,451.127819548872,4,1,0,72,1,0
234837,-72.992700729927,4,1,0,72,0,0
235289,304.568527918782,4,1,0,72,1,0
235289,-108.695652173913,4,1,0,72,0,0
235593,571.428571428571,4,1,0,72,1,0
235593,-57.803468208092,4,1,0,72,0,0
236165,229.007633587786,4,1,0,72,1,0
236165,-144.927536231884,4,1,0,72,0,0
236394,221.402214022140,4,1,0,72,1,0
236394,-149.253731343284,4,1,0,72,0,0
238165,310.880829015544,4,1,0,72,1,0
238165,-106.382978723404,4,1,0,72,0,0
239719,222.222222222222,4,1,0,72,1,0
239719,-149.253731343284,4,1,0,72,0,0
248608,229.007633587786,4,1,0,72,1,0
248608,-144.927536231884,4,1,0,72,0,0
249066,223.880597014925,4,1,0,72,1,0
249066,-147.058823529412,4,1,0,72,0,0
249290,232.558139534884,4,1,0,72,1,0
249290,-140.845070422535,4,1,0,72,0,0
249523,241.935483870968,4,1,0,72,1,0
249523,-136.986301369863,4,1,0,72,0,0
249764,240.000000000000,4,1,0,72,1,0
249764,-136.986301369863,4,1,0,72,0,0
250004,243.902439024390,4,1,0,72,1,0
250004,-135.135135135135,4,1,0,72,0,0
250492,250.000000000000,4,1,0,72,1,0
250492,-131.578947368421,4,1,0,72,0,0
250742,254.237288135593,4,1,0,72,1,0
250742,-129.870129870130,4,1,0,72,0,0
251505,246.913580246914,4,1,0,72,1,0
251505,-133.333333333333,4,1,0,72,0,0
252493,252.100840336134,4,1,0,72,1,0
252493,-131.578947368421,4,1,0,72,0,0
252745,250.000000000000,4,1,0,72,1,0
252745,-131.578947368421,4,1,0,72,0,0
266995,329.670329670330,4,1,0,72,1,0
266995,-100.000000000000,4,1,0,72,0,0
277874,521.739130434783,4,1,0,72,1,0
277874,-63.291139240506,4,1,0,72,0,0
278396,363.636363636364,4,1,0,72,1,0
278396,-90.909090909091,4,1,0,72,0,0
319487,348.837209302326,4,1,0,72,1,0
319487,-94.339622641509,4,1,0,72,0,0
319835,363.636363636364,4,1,0,72,1,0
319835,-90.909090909091,4,1,0,72,0,0
348926,242.424242424242,4,1,0,72,1,0
348926,-135.135135135135,4,1,0,72,0,0
360563,363.636363636364,4,1,0,72,1,0
360563,-90.909090909091,4,1,0,72,0,0
392199,375.000000000000,4,1,0,72,1,0
392199,-87.719298245614,4,1,0,72,0,0
393324,394.736842105263,4,1,0,72,1,0
393324,-83.333333333333,4,1,0,72,0,0
394508,408.163265306122,4,1,0,72,1,0
394508,-80.645161290323,4,1,0,72,0,0
395733,428.571428571429,4,1,0,72,1,0
395733,-76.923076923077,4,1,0,72,0,0
397018,447.761194029851,4,1,0,72,1,0
397018,-73.529411764706,4,1,0,72,0,0
398362,472.440944881890,4,1,0,72,1,0
398362,-69.930069930070,4,1,0,72,0,0
399779,542.986425339367,4,1,0,72,1,0
399779,-60.606060606061,4,1,0,72,0,0
420413,329.670329670330,4,1,0,72,1,0
420413,-100.000000000000,4,1,0,72,0,0
445797,631.578947368421,4,1,0,72,1,0
445797,-52.083333333333,4,1,0,72,0,0
447692,357.142857142857,4,1,0,72,1,0
447692,-92.592592592593,4,1,0,72,0,0
449478,307.692307692308,4,1,0,72,1,0
449478,-107.526881720430,4,1,0,72,0,0
449785,329.670329670330,4,1,0,72,1,0
449785,-100.000000000000,4,1,0,72,0,0
